label,sentence
1,comedy that's based on everyday life, please.. RECOMMEND Office Space (1999)
1,Not at all.. RECOMMEND Airplane! (1980)
1,It sounds interesting. I like light comedy.. RECOMMEND Dogma (1999)
1,BECAUSE IT VERY MUCH. RECOMMEND Back to the Future (1985)
0,BECAUSE ITS DIRECTED BY ROBERT ZEMECKIS. RECOMMEND Ferris Bueller's Day Off (1986)
1,WHICH MOVIE YOU RECOMMAND. RECOMMEND Toy Story 2 (1999)
1,90s basically, yeah. Kevin Costner, Sandra Bullock, Julia Roberts, and Robert Redford come to mind.. RECOMMEND Apollo 13 (1995)
1,I think he is pretty awesome.. RECOMMEND Minority Report (2002)
1,This is a action thriller. RECOMMEND Toy Story 2 (1999)
1,I love both but Pixar seems more entertaining.. RECOMMEND Ratatouille (2007)
1,Tom Hanks and Matthew McConaughey. RECOMMEND Gravity (2013)
1,I really like fiction action thillers. RECOMMEND Batman Begins (2005)
1,no, i like horror and neo noir movies.Ridley scott is one of my favorite directors.. RECOMMEND Blue Velvet (1986)
1,I love black comedies. This looks interesting. Scottish cinema ? I would definitely like to give it a shot ! Thanks !. RECOMMEND Natural Born Killers (1994)
1,That's an old one. My father was telling me about this movie but I never got to watch it. I would love to catch up and see it now. Thank You !. RECOMMEND True Romance (1993)
1,This looks very interesting. I'm sure, Ewan McGregor will bring plenty of drama with his performance. I can't wait to see him in action. I live British accent and their cinema. Very refreshing. Thank You !. RECOMMEND Orphans (1997)
1,I love westerns. What You got ?. RECOMMEND Valdez Is Coming (1971)
1,I always liked the UK cinema. What You got ?. RECOMMEND Eye of the Beholder (1999)
1,not particularly, I do like big budget movies though.. RECOMMEND Inception (2010)
1,90s for sure. RECOMMEND Leaving Las Vegas (1995)
0,it's a big budget movie. RECOMMEND Wise Blood (1979)
1,it isn't anything that I remotely like.. RECOMMEND Schindler's List (1993)
1,Somewhat newer, I'm more familiar with mid 1980's to early 2000's. RECOMMEND Howard the Duck (1986)
1,It's a science fiction film, much like Back to the Future.. RECOMMEND Back to the Future Part II (1989)
0,yes, I do, if I happen to like the person the movie is about.. RECOMMEND Elizabeth (1998)
1,yes, for sure. RECOMMEND Fargo (1996)
1,Hi - I'm looking for a great movie to watch tonight. I like feel-good comedy dramas, and I sometimes like indie films. RECOMMEND Six Degrees of Separation (1993)
0,I have a feel-good sports movie... and a dark biopic. RECOMMEND Dead Man Walking (1995)
0,Ok - if not, something a little bit family-friendly might be nice. RECOMMEND Death and the Maiden (1994)
1,I might not like this as it's too adult. RECOMMEND Six Degrees of Separation (1993)
0,This seems a little too dark for my tastes. RECOMMEND Exotica (1994)
1,Lets go with the mystery. RECOMMEND Memento (2000)
1,That might work.. RECOMMEND Robots (2005)
0,I prefer just regular drama, maybe with a little crime or action though.. RECOMMEND Nine Lives (2016)
1,Not exactly. Bruce Willis, kevin spacey, edward norton are a few good ones.. RECOMMEND Monsters, Inc. (2001)
1,I am a history buff; and I love movies that portray historical events. Sometimes, I know movies that historical license, but that is the genre I like. As far as actors, just those who can play intense warriors or serious parts I enjoy.. RECOMMEND Forrest Gump (1994)
1,Between the three, I like drama movies.. RECOMMEND American History X (1998)
1,i like strange comedy movies. RECOMMEND Best Laid Plans (1999)
1,it is a comedy and i enjoy them. RECOMMEND Akira (1988)
1,yes i do. i also enjoy animated comedies. RECOMMEND Tromeo and Juliet (1996)
1,seeker. RECOMMEND Aliens (1986)
1,i like animated movies. RECOMMEND Chasers (1994)
1,Hello, Im looking for a recommendation. I like movies that were in the 90s and are dramas or sport movies.. RECOMMEND Jurassic Park (1993)
1,Its a 90s movie that has some action like saving private ryan. RECOMMEND Apollo 13 (1995)
1,sure. RECOMMEND Interstellar (2014)
1,clint eastwood, david fincher, gus sant, darren aronofsky, kevin smith. RECOMMEND American History X (1998)
1,Close to horror movie.. RECOMMEND Saw III (2006)
1,Horror movie.. RECOMMEND Red Dragon (2002)
1,Love horror.. RECOMMEND Secret Window (2004)
1,I need movie. I like Canadian American horror movies. All saw movies and final destination.. RECOMMEND Wrong Turn (2003)
1,Yes, I do enjoy his films.. RECOMMEND Forrest Gump (1994)
1,Can I take a look at the one with Anthony Hopkins first please?. RECOMMEND Legends of the Fall (1994)
1,I like another drama with Anthony Hopkins. RECOMMEND Dances with Wolves (1990)
1,hi. can you help me find a good movie?. RECOMMEND Airplane! (1980)
1,We can give it a shot. What's it called. RECOMMEND Donnie Darko (2001)
1,Daniel Day Lewis is a great actor. What's the name of that movie it would probably worth watching.. RECOMMEND There Will Be Blood (2007)
1,I really like computer generated movies, but could also go for a western thriller or superhero film.. RECOMMEND Finding Nemo (2003)
1,I like adventure films. RECOMMEND Braveheart (1995)
1,I like comedies. RECOMMEND Toy Story (1995)
1,I like sports movies. RECOMMEND Old School (2003)
1,hello, i like american movies a lot. Comedies, comedy-drama, epic war, and sports films are all things i like.. RECOMMEND Rocky (1976)
1,probably not. I like biographical films if you have any. RECOMMEND Quiz Show (1994)
1,i like comedy movie. RECOMMEND Raising Arizona (1987)
1,i like very much that movie. RECOMMEND Babe (1995)
0,Yes?. RECOMMEND Ocean's Eleven (2001)
1,I prefer more drama-esque types of films with maybe some light comedy here and there.. RECOMMEND American History X (1998)
1,I guess anything from the mid 90s on up?. RECOMMEND Forrest Gump (1994)
1,Yes, mainly.. RECOMMEND How to Train Your Dragon 2 (2014)
0,It is a sequel to one that I like.. RECOMMEND Up (2009)
1,Movies that include a comedy element.. RECOMMEND Monsters University (2013)
1,So I have a pretty broad range of interests. I have two comedies that I enjoy, one with zombies, and then A horror film named Pontypool. My last two liked movies are war films known as saving private ryan, and Platoon. So horror, war, and comedy seem to be my interests. RECOMMEND Dawn of the Dead (1978)
1,Horror and it got zombies, this should be straight. RECOMMEND Full Metal Jacket (1987)
1,That sounds great, what is it?. RECOMMEND Fight Club (1999)
1,I have seen that and while I like some of the actors it wasn't one of my favorites. anything else?. RECOMMEND Sleepless in Seattle (1993)
0,I like Julia Roberts, Meg Ryan, Sandra Bullock ...along those lines. RECOMMEND My Best Friend's Wedding (1997)
1,I'm not so much a Scorsesi person, but I like grim futuristic dramas, oddball drama-comedies, and pixar movies. RECOMMEND Memento (2000)
1,Because it includes crime as well. RECOMMEND Doppelganger (1993)
1,I do like the 90's as well as the 2000's. RECOMMEND Office Space (1999)
1,Because its a crime. RECOMMEND Memento (2000)
1,Because its a 90s comedy. RECOMMEND Fargo (1996)
1,I actually think that could be something I'd enjoy. My movie interests are split pretty evenly between comedy and more serious stuff like drama/epic war films, so why not have the best of both worlds?. RECOMMEND Braveheart (1995)
1,90s are the best, though sometimes I like a 70s or 80s film.. RECOMMEND Apollo 13 (1995)
1,Big drama with big names from the 90s. RECOMMEND Schindler's List (1993)
1,I like Bill Murray. RECOMMEND Donnie Darko (2001)
1,Hello. I like a lot of different types of movies. I like neo-noir and neo-western films, mostly older films around the early 2000s. I like movies directed by Wes Anderson, David Lynch, and Alan Ball. My favorite actors are Tommy Lee, Bill Murray and Kevin Spacey. RECOMMEND Lost in Translation (2003)
1,Sure am.. RECOMMEND Goodfellas (1990)
1,Vampire movies are awesome!. RECOMMEND Blade Runner (1982)
1,Has sci-fi and horror similar to Aliens.. RECOMMEND Nadja (1994)
1,I love horror movies and also sci-fi and satirical movies as well.. RECOMMEND Predator (1987)
1,Hey how are you! I am looking for a thriller or drama film please.. RECOMMEND American Beauty (1999)
1,I might like it, if Meat Loaf is in it.. RECOMMEND Fight Club (1999)
1,Lets try the classic satirical comedy. RECOMMEND Airplane! (1980)
1,It's an older comedy with a cult following like Monty Python.. RECOMMEND Spaceballs (1987)
1,I really like Steven Spielberg movies, if you have any.. RECOMMEND Indiana Jones and the Temple of Doom (1984)
1,I think i might like that movie!. RECOMMEND True Lies (1994)
1,I like comedies and action movies. RECOMMEND Demolition Man (1993)
1,War comedy sounds intriguing. RECOMMEND Braveheart (1995)
1,Yes I like war and horror and also sci fi. RECOMMEND Three Kings (1999)
1,most of my favorites are from the 90's.. RECOMMEND Reservoir Dogs (1992)
0,It's not really a good fit with my list of films that I liked.. RECOMMEND Die Hard (1988)
0,None of the films on my liked list are action movies. I enjoy british Comedies.. RECOMMEND Apocalypse Now (1979)
0,It falls in line with films on my like list, such as Taxi Driver and L.A. Confidential.. RECOMMEND North by Northwest (1959)
1,not really. I do like thrillers or drama films.. RECOMMEND Birdy (1984)
1,oh, yes! I love dark, creepy horror.. RECOMMEND Harold and Maude (1971)
1,I think I like films for younger kids. RECOMMEND Jurassic Park (1993)
1,I like animations as well. RECOMMEND Groundhog Day (1993)
1,Hi! I really like family films, like ET or Forrest Gump, and comedies as well.. RECOMMEND Good Will Hunting (1997)
0,No youre supposed to be an expert and suggest a movie. Tom Hanks is a good actor.. RECOMMEND Gladiator (1992)
1,Well Expert thats your job to figure it out. A political movie would be good.. RECOMMEND V for Vendetta (2006)
1,I like movies from the 80s and 90s. The latest movie I liked was Garden State, which came out in 2004.. RECOMMEND Stand by Me (1986)
0,I like quentin Tarantino. RECOMMEND Office Space (1999)
1,I don't think this is something I'd enjoy. RECOMMEND Memento (2000)
0,Sure, I like comedy that is tied with drama sometimes.. RECOMMEND Schindler's List (1993)
0,Its a sci fi not really animated.. RECOMMEND Inception (2010)
1,We used to go watch animated movies together all the time...I'm thinking something animated comedy. RECOMMEND Ratatouille (2007)
1,It was a movie within my liking that I asked for.. RECOMMEND Toy Story 3 (2010)
0,Another great animated recommendation.. RECOMMEND Guardians of the Galaxy (2014)
1,That actually sounds really good and something that I may like.. RECOMMEND American History X (1998)
1,sounds great. RECOMMEND Toys (1992)
1,musical comedy like monty python. RECOMMEND Beetlejuice (1988)
1,yes, i said i like monty python. RECOMMEND Little Shop of Horrors (1986)
1,It's family friendly, pixar and a fun movie to watch. RECOMMEND Toy Story 2 (1999)
1,We have never seen one together.. RECOMMEND Up (2009)
1,Great, I also like Tom hanks and Keanu Reeves. RECOMMEND Jurassic Park (1993)
1,Great!. RECOMMEND Meet the Parents (2000)
1,sounds good. RECOMMEND O Brother, Where Art Thou? (2000)
1,yes those would be cool send me one. RECOMMEND I, Robot (2004)
1,I like computer animation. RECOMMEND Shrek (2001)
1,I like Jake Gyllenhaal. I also enjoy Wes Anderson films.. RECOMMEND Fantastic Mr. Fox (2009)
1,I have not heard of Tarantino, but maybe I can try it.. RECOMMEND Reservoir Dogs (1992)
0,Sorry I am just very picky. I dont think so but I do like movies by Steven Spielberg and Christopher Nolan.. RECOMMEND Fight Club (1999)
1,Ok I also enjoy crime and comedy-dramas as well!. RECOMMEND Three Kings (1999)
0,Yes, now that you mention it, most of the movies I like have a male cast.. RECOMMEND O Brother, Where Art Thou? (2000)
1,I'm not sure I would like the war movie. I love scifi and drama! Stuff with fantastic actors and big directors are up my alley. RECOMMEND Being John Malkovich (1999)
1,I'm going to say that I would try it!. RECOMMEND Fight Club (1999)
1,looks interesting. RECOMMEND Fight Club (1999)
1,76 up to 07. RECOMMEND Mulholland Drive (2001)
1,mystery seems to be right up my alley. RECOMMEND L.A. Confidential (1997)
1,great. RECOMMEND Reservoir Dogs (1992)
1,I need a good drama in my life. RECOMMEND Fight Club (1999)
1,I am looking for a drama or a thriller please :). RECOMMEND Another Earth (2011)
1,It is a science fiction movie that is action based directed by Christopher Nolan. RECOMMEND Forrest Gump (1994)
1,It has a bit of action in it. RECOMMEND Jurassic Park (1993)
1,I don't mind it. RECOMMEND Interstellar (2014)
1,drama and action the best. RECOMMEND Sommersby (1993)
1,yes I do. RECOMMEND Apocalypse Now (1979)
1,harrison ford for sure. RECOMMEND Blade Runner (1982)
1,Hi there. I like horror, comedy, and romantic comedy films!. RECOMMEND Sweet Home Alabama (2002)
1,i REALLY LIKE AMERICAN COMEDIES. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,I like a bit of comedy definitely. RECOMMEND Furry Vengeance (2010)
1,I'm not sure a war film is what I'm looking for.. RECOMMEND Dead Man Walking (1995)
0,I'd say the majority of my interests are in the 90s. But one from the 70s isn't out of quesiton.. RECOMMEND Platoon (1986)
0,This is a crime drama from the 90s and should be right up my alley.. RECOMMEND Schindler's List (1993)
0,Based on Henry V and Brazil.. RECOMMEND The Tall Blond Man with One Black Shoe (1972)
1,I like British films and drama, comedies adn the occasional adventure film.. RECOMMEND Lady Jane (1986)
1,Not really, but it would depnd on the genre I guess.. RECOMMEND Blade Runner (1982)
1,yes. i like all movies from the 90s and 00s.. RECOMMEND Gran Torino (2008)
1,not at all. RECOMMEND Jurassic Park (1993)
1,okay I would love to see it. RECOMMEND Fight Club (1999)
1,Ridley Scott for sure, and I like Tarantino too. RECOMMEND Blade Runner (1982)
1,Yes I do like horror films. RECOMMEND Captivity (2007)
1,I like dark horror films. RECOMMEND Gothic (1986)
1,Horror films thrill me. RECOMMEND Die Hard (1988)
1,pulp fiction and fargo were two of my favorites that were both dark comedy crime movies. RECOMMEND Apocalypse Now (1979)
1,Yes, I do love DreamWorks animated films.. RECOMMEND Shrek 2 (2004)
1,Yes I love Tim Burton. I do love animation if it's also fantasy. I don't like romance very much.. RECOMMEND Corpse Bride (2005)
1,I like to dance and play war I'm very imaginative. RECOMMEND Fargo (1996)
1,I like drama, it has fighting as indicated by the title. It sounds really good. RECOMMEND Aliens (1986)
1,I like older movies. I also like British comedy or westerns. RECOMMEND Reservoir Dogs (1992)
1,I thought you were doing good! I also enjoy violence and fighting. RECOMMEND Fight Club (1999)
1,I enjoy Tom Hanks. RECOMMEND Forrest Gump (1994)
1,Yes I am interested in Vietnam. RECOMMEND Apocalypse Now (1979)
1,i enjoy british and Australian movies. RECOMMEND Japanese Story (2003)
1,i enjoy drama. RECOMMEND State and Main (2000)
1,I don't watch a lot of crime movies, but it is worth seeing how it is with Richard Gere.. RECOMMEND Memento (2000)
1,I do like crime drama films.. RECOMMEND Harsh Times (2006)
1,I can't wait to hear. I also like movies with Edward Norton, Brad Pitt, George Clooney, and Kevin Spacey to name a few.. RECOMMEND Being John Malkovich (1999)
1,I like American crime movies so I want to give this one a try.. RECOMMEND Reservoir Dogs (1992)
1,I still like American crime films and I like movies from the 1990s time era.. RECOMMEND Internal Affairs (1990)
1,Anything from the 70s, 80s, or 90s is great. What do you recommend?. RECOMMEND Rushmore (1998)
1,ok click the recommend button. RECOMMEND Goodfellas (1990)
1,older, just recommend anything. RECOMMEND Young Frankenstein (1974)
1,Yes I enjoy them sometimes.. RECOMMEND Pretty Woman (1990)
1,Comedy movie just like i recommended. RECOMMEND Being John Malkovich (1999)
1,I do yes, that would okay. RECOMMEND High Fidelity (2000)
1,I love Pixar films and would definitely like to hear your recommendation.. RECOMMEND Ratatouille (2007)
1,i do like Dominique Pinon, Robert De Niro, Jodie Foster, and Nicolas Cage. Any suggestions based on these?. RECOMMEND Dead Man Walking (1995)
1,Great! Let's see it.. RECOMMEND Reservoir Dogs (1992)
1,Comedy would be OK, but I don't really like romantic films.. RECOMMEND Matchstick Men (2003)
1,I really liked Ed Norton. Brad Pitt, Matt Damon, and Mel Gibson are also good.. RECOMMEND Gattaca (1997)
1,I love that movie, but I prefer originals instead of sequels.. RECOMMEND Aliens (1986)
1,I've liked other Tom Hanks movies.. RECOMMEND Finding Nemo (2003)
1,The description by the expert sounded really appealing.. RECOMMEND Apollo 13 (1995)
1,You have to click it on the left.. RECOMMEND Ratatouille (2007)
1,I also like Sally Field, Nick Frost and directors such as Brad Silberling and Robert Zemeckis. Maybe I can try it, but i am not sure I like Pixar movies. I am mostly a comedy buff.. RECOMMEND Harry Potter and the Goblet of Fire (2005)
1,i enjoy dramas, sports, war and comedies. i am pretty easy to please. RECOMMEND K-9 (1989)
1,i like steven siegel. RECOMMEND Humpday (2009)
1,i really enjoy comedies. RECOMMEND Mr. Holland's Opus (1995)
1,Hmm some actors in movies I'm interested in are like Edward Norton, Keanu Reeves, Joe Morton.. those types of actors.. RECOMMEND Braveheart (1995)
1,I think I'd like that. RECOMMEND Goodfellas (1990)
1,Yeah! I think I'd love that. Do you recommend it?. RECOMMEND Young Frankenstein (1974)
1,Worth a look!. RECOMMEND Die Hard (1988)
1,I adore animation films that's a great genre.. RECOMMEND Aliens (1986)
1,That is a perfect choice for a war drama. RECOMMEND Taxi Driver (1976)
1,War dramas are good. RECOMMEND Apocalypse Now (1979)
1,Good choice, a classic drama. RECOMMEND No Country for Old Men (2007)
1,Hmmm, that's a tough choice. May I try the drama first? I like big name actors/directors, and I have a feeling that one might fit that bill.. RECOMMEND Rain Man (1988)
1,yes please. RECOMMEND Saving Private Ryan (1998)
1,It sounds like a funny comedy-drama film.. RECOMMEND Her (2013)
1,Okay.. RECOMMEND American Beauty (1999)
1,It's a comedy-drama film from a famous director, I think I would like it.. RECOMMEND Eternal Sunshine of the Spotless Mind (2004)
1,It's a drama film from the 90's era.. RECOMMEND Conversations with Other Women (2005)
1,seems dark like 3/5 of my favorites. RECOMMEND Murder in the First (1995)
1,Well I liked Toy Story and Hoop Dreams, but otherwise I tend to like really dark films and dark comedies.. RECOMMEND Death and the Maiden (1994)
1,Also dark, big names. RECOMMEND Four Weddings and a Funeral (1994)
1,has a dark comedy element to it. RECOMMEND Babe (1995)
1,alright what is it. RECOMMEND Schindler's List (1993)
1,I'm not a big director kind of guy. I just like quality movies. I don't have any favorite directors. RECOMMEND Billy Madison (1995)
1,sure, i like him too. RECOMMEND Ransom (1996)
1,sounds like blockbuster to me, i love those. RECOMMEND Forrest Gump (1994)
1,lay it on me. RECOMMEND Dead Man Walking (1995)
1,I think I'd like this because I do enjoy scifi movies and some action so this could definitely work for me.. RECOMMEND Guardians of the Galaxy (2014)
1,I did enjoy an animated comic scifi movie, Robots. I don't really have any favorite directors.. RECOMMEND Dawn of the Planet of the Apes (2014)
1,I like several animated movies. So this was one I think I'd like.. RECOMMEND Toy Story 3 (2010)
1,I did enjoy a superhero type movie and this is against a bit of scifi and some action thrown in. I believe I would enjoy this film.. RECOMMEND The Lego Movie (2014)
1,Sure please share. RECOMMEND Memento (2000)
1,I liked fight club, a thriller might be nice. RECOMMEND Sin City (2005)
1,I like David Fincher and Spielberg. RECOMMEND Clerks (1994)
1,I think I would enjoy her movies.. RECOMMEND Finding Nemo (2003)
1,It seems like an interesting movie that I could definitely see myself watching.. RECOMMEND Apollo 13 (1995)
1,All my favorite movies are from the 90s!. RECOMMEND Dolores Claiborne (1995)
1,yes I do, I like movies like alien. RECOMMEND Blade Runner (1982)
1,I like action and horror movies.. RECOMMEND Die Hard (1988)
1,sci fi, action and horror.. RECOMMEND Predator (1987)
1,Let's try comedies. RECOMMEND Airplane! (1980)
1,mostly comedy or dramas. Just recommend me anything else maybe. RECOMMEND Young Frankenstein (1974)
1,Sure lets see. RECOMMEND Cool Hand Luke (1967)
1,I LIKE COMEDY. RECOMMEND Groundhog Day (1993)
1,I LIKE WATCH THE COMEDY MOVIE. RECOMMEND Dogma (1999)
1,spielberg films like jurrasic park and indiana jones. RECOMMEND Saving Private Ryan (1998)
1,yes please. RECOMMEND Braveheart (1995)
1,No, no war movies here.. RECOMMEND Searching for Bobby Fischer (1993)
1,I like newer stuff. Like 1990s or more recent.. RECOMMEND Reservoir Dogs (1992)
1,Sure, that sounds good!. RECOMMEND While You Were Sleeping (1995)
1,I do like Shaun of the Dead, so I might like that.. RECOMMEND Army of Darkness (1993)
1,It's a comedy fantasy from the 90s.. RECOMMEND Die Hard (1988)
1,It has some similarities to the movies I like, but not a lot.. RECOMMEND Apocalypse Now (1979)
1,Martin Scorsese, Woody Allen, and Stanley Kubrick. I tend to prefer movies from the 90s or earlier.. RECOMMEND Blade Runner (1982)
1,yes, great!. RECOMMEND Braveheart (1995)
1,Anything really. I have noticed that no matter what I say it doesn't matter and the program picks the answer anyway. RECOMMEND Die Hard (1988)
1,I like cool horror and action. RECOMMEND Aliens (1986)
1,So do you have a recommendation?. RECOMMEND Pulp Fiction (1994)
1,Do you have a war movie to recommend?. RECOMMEND Full Metal Jacket (1987)
1,yes, sounds good. RECOMMEND Young Frankenstein (1974)
1,Yes, I think a crime movie, like Tarantino, would be great. RECOMMEND Pulp Fiction (1994)
1,okay sounds godo I like Spielberg. RECOMMEND Schindler's List (1993)
1,I think probably the comedy drama I would like more. RECOMMEND L.A. Confidential (1997)
1,okay. RECOMMEND American History X (1998)
1,Okay sounds good. RECOMMEND Lucie Aubrac (1997)
0,not action film but war film. maybe recommend me different genre?. RECOMMEND Forrest Gump (1994)
0,war film and it is 90s movie. I am sure I'd like this. RECOMMEND Clear and Present Danger (1994)
1,Hey, Expert. I need a good recommendation movie. I like 90s movies and war film. RECOMMEND Rob Roy (1995)
1,I do like historical dramas. I also have liked two movies with Tom Hanks.. RECOMMEND Braveheart (1995)
1,I think comedy would be better. RECOMMEND Fargo (1996)
1,I liked dark comedies i though i might like that, what else do you have for me?. RECOMMEND Pulp Fiction (1994)
1,I like Monty Python and Wag the Dog. RECOMMEND Being John Malkovich (1999)
1,Of course-- i'm a big fan of Travolta in particular. RECOMMEND Speed (1994)
0,classics. RECOMMEND Apollo 13 (1995)
1,They are the worst. How about you?. RECOMMEND Jurassic Park (1993)
1,crime comedy and horror.. RECOMMEND Sleeper (1973)
0,Pulp Fiction?. RECOMMEND Apocalypse Now (1979)
1,Well I don't mind Kevin Costner or Steven Spielberg. I also like the actors Tom Hanks and Mel Gibson.. RECOMMEND Saving Private Ryan (1998)
1,Sounds great.. RECOMMEND Schindler's List (1993)
1,I PLAN TO WATCH THE COMEDY MOVIE TONIGHT.. RECOMMEND Pretty Woman (1990)
1,Yeah, possibly. RECOMMEND American Beauty (1999)
1,None that stand out really.. RECOMMEND Aliens (1986)
1,Yeah, my tastes are diverse I'm sorry. RECOMMEND Die Hard (1988)
1,I don't see why not. I seem to have a wide breadth of interests here.. RECOMMEND Back to the Future (1985)
1,I would.. RECOMMEND Driving Miss Daisy (1989)
1,I could be into that.. RECOMMEND Schindler's List (1993)
1,animated, drama, rom com, and sci fi. RECOMMEND Back to the Future (1985)
1,sounds good. RECOMMEND Apollo 13 (1995)
1,i enjoy drama. RECOMMEND Apocalypse Now (1979)
1,don't think i am in the mood for a comedy. RECOMMEND Lawrence of Arabia (1962)
0,maybe a prison type movie. RECOMMEND Blazing Saddles (1974)
1,okay what is it. RECOMMEND Serenity (2005)
0,I heard that it was funny and engaging.. RECOMMEND Whatever Works (2009)
1,with a couple of friends. RECOMMEND Being John Malkovich (1999)
1,I do not think I will like it. I am sorry.. RECOMMEND Fight Club (1999)
1,Nothing in particular. But movies directed by Martin Scorsese is good. RECOMMEND Cool Hand Luke (1967)
1,Sure let's try it. RECOMMEND Fargo (1996)
1,hey, you do whatever you feel like. reccommend a movie, don't reccomend a movie, it's all fine with me, man.. RECOMMEND Animal House (1978)
1,like a action mixed in as well. RECOMMEND Aliens (1986)
1,That sounds really interesting! I watch a lot of movies produced by Pixar Animation Studios.. RECOMMEND Monsters, Inc. (2001)
0,I'm not too fond of documentaries, too boring. Sorry, it sounded like I was saying no a sweet comedy but that was the other genre I like, even if its animated. Those are fun for the whole family!. RECOMMEND This Filthy World (2006)
1,I like quirky films that can make me laugh.. RECOMMEND North by Northwest (1959)
1,Quentin Tarantino and Martin Scorsese are brilliant directors.. RECOMMEND Midnight Cowboy (1969)
1,I like movies that combine elements of comedy and drama.. RECOMMEND Fargo (1996)
1,It's a dramatic film and I prefer older movies from this time period.. RECOMMEND Raising Arizona (1987)
1,This is the perfect movie for me because I like older crime movies.. RECOMMEND Rushmore (1998)
1,Go ahead, I really like comedies. RECOMMEND Goodbye, Columbus (1969)
1,Yep I like watching animated. RECOMMEND Despicable Me (2010)
1,sure go ahead or you can also recommend action or fantasy. I'm really open to different genre, as long as there's a good story. RECOMMEND Harry Potter and the Half-Blood Prince (2009)
1,sure. RECOMMEND Die Hard (1988)
1,Love bruce willis. RECOMMEND Pulp Fiction (1994)
1,OK plese clikc on the recommend button.. RECOMMEND Up (2009)
1,I think that might be entertaining! I seem to really like movies about creatures! haha!. RECOMMEND Jurassic Park (1993)
1,I enjoy movies from all eras. I really like animated films.. RECOMMEND Robots (2005)
1,It is an animated film.. RECOMMEND Shrek (2001)
1,I want something different may be something like trainspotting. RECOMMEND Frankie and Johnny (1991)
0,I have never seen this one. RECOMMEND Reservoir Dogs (1992)
1,I do I like some from the 70s, 80, and 90s. RECOMMEND Apocalypse Now (1979)
1,I can already tell you I don't like him... What about a movie by Steven Spielberg? Anything like that?. RECOMMEND Braveheart (1995)
0,Ok, I was thinking of the book then. The movie was from the early 90's. What do you got?. RECOMMEND Apollo 13 (1995)
1,Hey there! I'm interesting in watching something good tonight. I usually enjoy war movies, adventure, Marvel films and comedies. Do you have any good suggestions?. RECOMMEND Die Hard (1988)
1,I'm looking for some recommendations. I really like historical movies, especially war movies. I also like sci-fi classics.. RECOMMEND Glory (1989)
1,I enjoyed Saving Private Ryan. I'm interested in seeing more from Steven Spielberg.. RECOMMEND Jurassic Park (1993)
1,This one sounds pretty good.. RECOMMEND Schindler's List (1993)
1,Yes, sounds perfect. RECOMMEND Blade Runner (1982)
1,Yes, that also sounds like a good match. RECOMMEND Aliens (1986)
1,Not sure that would work out. A romantic comedy may work, do you have one of those?. RECOMMEND Dancing at Lughnasa (1998)
1,well i guess it wasn't that one. I like a really popular film from the 70s about war and a black comedy crime with drama elements from the 90s. RECOMMEND Taxi Driver (1976)
1,70s and 90s get my attention the most. RECOMMEND Rushmore (1998)
1,im in the mood for some sci fi or action either one works !. RECOMMEND Die Hard (1988)
1,of course!. RECOMMEND Monty Python and the Holy Grail (1975)
1,okay. well a drama film would be nice too. Something from the 2000s preferably. RECOMMEND Fight Club (1999)
1,Another Foregin film I would like !. RECOMMEND Shortbus (2006)
1,Seems like a great pick for me. RECOMMEND Kenny (2006)
1,90's and 2000s. RECOMMEND Blood and Bone (2009)
1,I like foregin films seems good to me. RECOMMEND Proof (2005)
1,I thought it might be insteresting. RECOMMEND Forrest Gump (1994)
1,WE can try that. RECOMMEND Children of a Lesser God (1986)
1,I like science fiction movies. And War and Westerns. I am not sure if I would like those movies.. RECOMMEND Braveheart (1995)
1,sounds good. RECOMMEND In This World (2002)
0,I hate Julia Roberts.. RECOMMEND There's Something About Mary (1998)
0,yes. I also like The rivers edge.. RECOMMEND Pretty Woman (1990)
1,I love comedies and crimes. RECOMMEND Brazil (1985)
1,Based on what I have see I would like this. RECOMMEND Pulp Fiction (1994)
1,It seems like a good movie. RECOMMEND Aliens (1986)
1,I like comedies and Sci fi movies. RECOMMEND Beetlejuice (1988)
1,Seems like a great movie i would be into. RECOMMEND Ferris Bueller's Day Off (1986)
0,I SAW ONE OR MORE TIME SO I LIKE THAT. RECOMMEND Apocalypse Now (1979)
1,I LIKE VERY MUCH SO I ACCEPT THIS. RECOMMEND Were the World Mine (2008)
1,I LIKE ENGLISH MOVIE VERY MUCH. RECOMMEND Lawrence of Arabia (1962)
1,I do like some yes. RECOMMEND Monty Python and the Holy Grail (1975)
0,comedy, tou'che, drama. RECOMMEND Almost Famous (2000)
1,i like drama and comedy. , quentin tarantino or sam mendes are good directors if i had to pick some. RECOMMEND Reservoir Dogs (1992)
1,sure, romance, or sexual is ok with me. RECOMMEND Lie with Me (2005)
1,Not sure this would be for me, but I'd give it a shot. RECOMMEND Spider-Man (2002)
1,early 2000s are where my favorites are. RECOMMEND Office Space (1999)
1,For the most part. I also like the actors Tom Skerritt and Dean Stanton. RECOMMEND Braveheart (1995)
1,Probably comedy-drama.. RECOMMEND Lost in Translation (2003)
1,50's and 90's. RECOMMEND Fight Club (1999)
0,no documentaries. RECOMMEND Apocalypse Now (1979)
1,i like a wide variety of movies...but no foreign language. RECOMMEND Aliens (1986)
1,yes I love him. RECOMMEND Good Will Hunting (1997)
1,ive never watched it. RECOMMEND Shrek (2001)
